5_Topline,500,1000,1.0,True,False,0.022965192794799805
5_Topline,500,1500,1.0,True,False,0.03794431686401367
5_Topline,500,2000,1.0,True,False,0.050948381423950195
5_Topline,500,2500,1.0,True,False,0.07288956642150879
5_Topline,500,3000,1.0,True,False,0.0948326587677002
5_Topline,500,3500,1.0,True,False,0.10663318634033203
5_Topline,500,4000,1.0,True,False,0.11955142021179199
5_Topline,500,4500,1.0,True,False,0.13251948356628418
5_Topline,500,5000,1.0,True,False,0.14376044273376465
5_Topline,500,5500,0.444,True,True,0.16100096702575684
5_Topline,500,6000,1.0,True,False,0.1702113151550293
5_Topline,500,6500,1.0,True,False,0.18767261505126953
5_Topline,500,7000,1.0,True,False,0.20160174369812012
5_Topline,500,7500,1.0,True,False,0.21679234504699707
5_Topline,500,8000,1.0,True,False,0.23278045654296875
5_Topline,500,8500,1.0,True,False,0.24574589729309082
5_Topline,500,9000,1.0,True,False,0.25786352157592773
5_Topline,500,9500,1.0,True,False,0.2708301544189453
5_Topline,500,10000,1.0,True,False,0.28678345680236816
5_Topline,500,10500,0.386,True,True,0.3097243309020996
5_Topline,500,11000,1.0,True,False,0.32271790504455566
5_Topline,500,11500,1.0,True,False,0.3376762866973877
5_Topline,500,12000,1.0,True,False,0.3516051769256592
5_Topline,500,12500,1.0,True,False,0.36571836471557617
5_Topline,500,13000,1.0,True,False,0.39065098762512207
5_Topline,500,13500,1.0,True,False,0.4020206928253174
5_Topline,500,14000,1.0,True,False,0.41434574127197266
5_Topline,500,14500,1.0,True,False,0.4284210205078125
5_Topline,500,15000,1.0,True,False,0.43877434730529785
5_Topline,500,15500,0.446,True,True,0.45654916763305664
5_Topline,500,16000,1.0,True,False,0.4695143699645996
5_Topline,500,16500,1.0,True,False,0.48235273361206055
5_Topline,500,17000,1.0,True,False,0.49735212326049805
5_Topline,500,17500,1.0,True,False,0.512195348739624
5_Topline,500,18000,1.0,True,False,0.5271117687225342
5_Topline,500,18500,1.0,True,False,0.5410721302032471
5_Topline,500,19000,1.0,True,False,0.5540385246276855
5_Topline,500,19500,1.0,True,False,0.5646271705627441
5_Topline,500,20000,1.0,True,False,0.5760936737060547
5_Topline,1500,3000,1.0,True,False,0.011107921600341797
5_Topline,1500,4500,1.0,True,False,0.022130489349365234
5_Topline,1500,6000,0.632,True,True,0.03011035919189453
5_Topline,1500,7500,0.8726666666666667,True,False,0.0400850772857666
5_Topline,1500,9000,1.0,True,False,0.051953792572021484
5_Topline,1500,10500,0.7953333333333333,True,True,0.06096363067626953
5_Topline,1500,12000,0.7126666666666667,True,False,0.07184457778930664
5_Topline,1500,13500,1.0,True,False,0.07982254028320312
5_Topline,1500,15000,1.0,True,False,0.09076309204101562
5_Topline,1500,16500,0.4553333333333333,True,True,0.10077166557312012
5_Topline,1500,18000,1.0,True,False,0.11078667640686035
5_Topline,1500,19500,1.0,True,False,0.1187131404876709
5_Topline,2500,5000,1.0,True,False,0.010943412780761719
5_Topline,2500,7500,0.4456,True,True,0.02191448211669922
5_Topline,2500,10000,1.0,True,False,0.03385591506958008
5_Topline,2500,12500,0.3892,True,True,0.04682612419128418
5_Topline,2500,15000,1.0,True,False,0.05771446228027344
5_Topline,2500,17500,0.4528,True,True,0.06861591339111328
5_Topline,2500,20000,1.0,True,False,0.08956360816955566
